title,rel_year,dir_name,prod_name,studio_name,prc,cat,award,location,movie_id
Tarzan the Ape Man,1913,Unknown42,,,sbw,advt,,,Z4210
Romance of Tarzan,1918,,,,sbw,advt,,,Z4215
Return of Tarzan,1920,,,,sbw,advt,,,Z4220
Son of Tarzan,1920,,,,sbw,advt,,,Z4222
Adventures of Tarzan,1921,,,,sbw,advt,,,Z4225
Tarzan and the Golden Lion,1927,,,,sbw,advt,,,Z4230
Tarzan the Mighty,1928,,,,sbw,advt,,,Z4240
The Memory of the Other,1914,DegliAbbati,,Aristica Gloria,sbw,comd,,,ADA10
The Duped Journalist,1914,A.Korda,,Hungary,,,,,AK1
The Man with the Golden Touch,1918,,,,,,,,AK19
The Prince and the Pauper,1920,,,,,,,,AK26
The Private Life of Helen of Troy,1927,,,,,,,,AK40
Her Private Life,1929,,,,,,,,AK45
The Princess and the Plumber,1931,,,,,,,,AK49
Marius,1931,,,Paris,,dram,,,AK50
The Private Life of Henry VIII,1933,,A.Korda,England,,,,,AK57
The Girl from Maxim's,1933,,A.Korda,England,,,,,AK58
The Private Life of Don Juan,1934,,A.Korda,England,,dram,,,AK59
Rembrandt,1936,,A.Korda,London Films,,,,,AK78
That Hamilton Woman,1941,,,London Films,bnw,biop,VIP,Trafalgar,AK90
An Ideal Husband,1947,,,,,comd,,,AK96
Making A Living,1914,Chaplin,,,sbw,dram,,,CC1
The Tramp,1915,,,Mutual,sbw,dram,H,,CC43
Shangheid,1916,,,,,comd,,,CC50
A Night at the Show,1916,,,,,comd,,,CC52
The Immigrant,1917,,,Mutual,sbw,comd,,,CC62
The Adventurer,1917,,,Mutual,bnw,,H,,CC64
A Dog's Life,1918,,Chaplin,First National,sbw,comd,H,,CC66
Shoulder Arms,1918,,Chaplin,First National,sbw,dram,,,CC68
The Kid,1920,,Chaplin,First National,sbw,dram,H,,CC70
Shoulder Arms,1922,,Chaplin,First National,sbw,dram,,,CC72
The Gold Rush,1925,,Chaplin,,sbw,dram,H,Klondike,CC73
The Circus,1927,,Chaplin,U.A.,sbw,comd,H,,CC75
City Lights,1931,,Chaplin,U.A.,sbw,,CC,,CC76
Modern Times,1936,,Chaplin,,bnw,,H,,CC77
The Great Dictator,1940,,Chaplin,U.A.,bnw,comd,AAN,,CC78
The Gold Rush,1942,,Chaplin,Republic,bnw,,H,,CC79
Monsieur Verdoux,1947,,Chaplin,,,comd,,Paris,CC80
Limelight,1952,,,,,dram,,,CC80
A King in New York,1957,,,England,,,,,CC82
A Countess from Hong Kong,1966,,,England,,,,,CC83.
La donna nuda,1914,Gallone,,Cines,sbw,comd,,,CGl10
Malombra,1917,,,Cines,sbw,,,,CGl25
Maman poupee,1920,,,Olympus,sbw,,,,CGl35
Fabiola,1923,,,,,epic,,,CGl42
Mesalina,1924,,Gallone,,,epic,,,CGl44
Quo Vadis,1925,,,,,epic,,,CGl46
The Last Days of Pompeii,1926,,,S.A. Grandi,,epic,,,CGl48
Pawns of Passion,1928,,Gallone,,,,,,CGl55
Madame Butterfly,1939,,,,,,,,CGl70
Manon Lescaut,1940,,,,,,,,CGl75
La Traviata,1947,,,,,,,,CGl85
Faust and the Devil,1949,,,,,,,,CGl90
La Forza del Destino,1951,,,,,,,,CGl95
Tosca,1956,,,,,,,,CGl103
Michel Strogoff,1959,,,,,,,,CGl107
Cathage in Flames,1959,,,,,,,,CGl109
Carmen di Travestere,1962,,,,,dram,,,CGl115
The Spoilers,1914,C.Campbell,Selig,,sbw,,,,CoC10
Der Stolz der Firma,1914,Wilhelm,,Union,sbw,comd,,Berlin,CWl10
In The Land of the War Canoes,1914,E.Curtis,,,sbw,dram,,Kwakiutl ,ECs10
Schuhpalast Pinkus,1915,Lubitsch,,Union,sbw,comd,,,El9
Wenn Vier Dasselbe Tun,1917,,,Union,sbw,comd,,,El13
Ein Fideles Gefangnis,1918,,,Union,sbw,comd,,,El15
Die Augen der Mumie Ma,1918,,,Union,sbw,dram,,Berlin,EL19
Gipsy Blood,1918,,,UFA,sbw,dram,,,EL21
Meyer in Berlin,1919,,,,sbw,comd,,Berlin,EL28
Die Austernprinzessin,1919,,,Union,sbw,dram,,,EL29
Madame Dubarry,1919,,,Union,sbw,dram,H,,EL31
Die Puppe,1919,,,Union,sbw,,,,EL32
Romeo und Julia im Schnee,1920,,,Meester Film,sbw,comd,,,EL33
Kohliesel's Tochter,1920,,,Meester Film,sbw,comd,,,EL34
Ich Mochte Kein Mann Sein,1920,,,Union,sbw,comd,,,El35
Sumurun,1920,,,Union,sbw,dram,,,EL36
Anna Boleyn,1920,,,Meester,sbw,dram,,,EL37
Die Bergkatze,1921,,,Union,sbw,dram,,,EL38
Das Weib des Pharao,1922,,,Lubitsch Film,sbw,dram,,,EL39
Die Flamme,1923,,Lubitsch,EFA,sbw,dram,,Paris,EL40
Rosita,1923,,,US,,,,,EL41
The Marriage Circle,1924,,,Warners,sbw,romt,H,,EL42
Forbidden Paradise,1924,,,Paramount,sbw,biop,,,EL44
Lady Windermere's Fan,1925,,,,bnw,comd,,,EL46
The Student Prince,1927,,,MGM,sbw,romt,,Heidelberg,EL48
The Patriot,1928,,,,,,,,EL49
The Love Parade,1929,,Lasky,Paramount,bnw,,AAN,Paris,EL51
Paramount on Parade,1930,,,Paramount,,musc,,,EL52
Monte Carlo,1930,,,Paramount,bnw,musc,,,EL53
The Smiling Luitenant,1931,,,Paramount,,musc,,,EL54
The Man I Killed,1932,,,Paramount,bnw,,,Paris,EL55
One Hour With You,1932,,,Paramount,bnw,musc,,Paris,EL56
Trouble in Paradise,1932,,Lubitsch,Paramount,bnw,romt,H,Paris,EL57
If I had a Million,1932,,,Paramount,col,,,,EL58
Design For Living,1933,,,Paramount,bnw,,,,EL60
The Merry Widow,1934,,,MGM,bnw,musc,,Paris,EL61
Angel,1937,,,Paramount,,,,,EL62
Bluebeard's Eighth Wife,1938,,,Paramount,,comd,,Cannes,EL63
Ninotchka,1939,,Lubitsch,MGM,bnw,romt,AAN,Paris,EL64
The Shop around the Corner,1940,,Lubitsch,MGM,bnw,romt,H,,EL65
To Be or Not To Be,1942,,A.Korda,U.A.,bnw,comd,Fun,Warsaw,EL67
Heaven Can Wait,1943,,Lubitsch,Fox,tcol,romt,H,NYC,EL68
Cluny Brown,1946,,,Fox,bnw,romt,,,EL69
Cabiria,1914,Fosco,,Itala,sbw,actn,,,PFo10
Il Fuoco,1915,,,Itala,cld,dram,,,PFo15
Tigre Reale,1916,,,Itala,sbw,dram,,,PFo20
Hedda Gabler,1919,,,Itala,sbw,dram,,,PFo25
The Italian,1914,R.Barker,Th.Ince,New York,sbw,dram,,,ReB8
The Typhoon,1914,,Th.Ince,New York,sbw,dram,,,ReB10
Bluebeard's Seven Wives,1926,Santell,,,,dram,,,ASa14
The Sea Wolf,1930,,,,,dram,,,ASa29
Body and Soul,1931,,,,,dram,H,,ASa30
Daddy Long Legs,1931,,,Fox,cld,romt,H,,ASa31
Rebecca of Sunnybrook Farm,1932,,,Fox,bnw,dram,H,,ASa34
People Will Talk,1935,,,,bnw,comd,H,,ASa39
Winterset,1936,,,,,dram,,,ASa41
Our Leading Citizen,1939,,,,,dram,,,ASa47
Beyond the Blue Horizon,1942,,,,,dram,,,ASa49
Jack London,1943,,,,,biop,,,ASa50
The Hairy Ape,1944,,,,,dram,,,ASa51
The Final Judgement,1915,Carewe,,,,,,,ECa10
The trail to Yesterday,1918,,,,,,,,ECa20
Rio Grande,1920,,,,,,,,ECa30
San of the Sahara,1924,,,,,,,,ECa40
Resurrection,1927,,,,,,,,ECa50
Ramona,1928,,,,,,,,ECa55
Evangeline,1929,,,,,,,,ECa60
The Girl of the Golden West,1929,,,First National,sbw,dram,,,ECa62
New Moon,1930,,,,,musc,,,ECa64
The Spoilers,1930,,Lloyd Sheldon,Paramount,bnw,advt,H,,ECa65
Are We Civilized?,1934,,,,,,,,ECa75
Les Soeurs Ennemies,1915,Dulac,,Delia,sbw,,,,GD1
Geo le Mysterieux,1916,,,Delia,sbw,,,,GD2
Venus Victrix,1916,,,Delia,sbw,,,,GD3
La Fete Espanole,1919,,,,sbw,,,,GD7
La Belle Dame Sans Merci,1920,,,Delia,sbw,,,,GD10
La Souriante Madame Beudet,1923,,,Delia,sbw,,,,GD13
La Coquille et le Clergyman,1926,,,,sbw,surr,,,GD19
Tennessee's Pardner,1915,Melford,,Feature Play,sbw,romt,,,GMf20
Gentleman of Leisure,1915,,,Feature Play,sbw,dram,,,GMf21
Pettigrew's Girl,1919,,,Paramount,sbw,romt,,NYC,GMf40
The Sheik,1921,,Lasky,Paramount,sbw,romt,,Arabia,GMf50
Dracula,1931,,Lasky,MCA,bnw,horr,,,GMf60
The Light That Failed,1940,,,Paramount,sbw,dram,,London,GMf70
Assunta Spina,1915,Serena,,Ceasar,sbw,dram,,,GuS10
The Woman of the Camelias,1915,,,Ceasar,sbw,dram,,,GuS12
The Little Red Schoolhouse,1923,Adolfi,,,,,,,IGA30
The Phantom Express,1925,,,,,,,,IGA40
Alexander Hamilton,1931,,,Warners,bnw,biop,H,,IGA50
The Man Who Played God,1932,,,,,,,,IGA60
Voltaire,1933,,,,,biop,,,IGA70
Joyous Troublemakers,1920,G Edwards,,,sbw,comd,,,JGE10
Nero,1922,,,,sbw,hist,,,JGE18
Queen of Sheba,1922,,,,,epic,,,JGE20
It's the Law,1924,,,,sbw,dram,,,JGE25
Asphalt,1929,J.May,,UFA,bnw,dram,,Berlin,JMa30
Music in the Air,1934,,,US,,,,,JMa50
The House of Seven Gables,1940,,Burt Kelly,Universal,bnw,,H,,JMa60
Johnny Doen't Live Here Any More,1944,,,US,,,,,JMa70
The Corporal's Daughter,1915,L.West,,Thomas Edison,sbw,comd,,,LaW10
Les Vampires,1915,Feuillade,,Gaumont,,horr,,,LFl30
Fantomas,1916,,,Gaumont,sbw,cnr,,,LFl50
Judex,1917,,,Gaumont,sbw,cnr,,Paris,LFl70
The Thief of Bagdad,1924,Walsh,Fairbanks sr,,sbw,advt,H,,RaW2
What Price Glory,1926,,,,bnw,,,,RaW13
The Loves of Carmen,1927,,,,sbw,comd,,,RaW20
Sadie Thompson,1928,,,,sbw,,,,RaW24
The Man Who Came Back,1930,,,Fox,bnw,,,,RaW40
The Big Trail,1930,,,,bnw,,,,RaW41
The Yellow Ticket,1931,,,,bnw,,,,RaW44
The Bowery,1933,,Darryl F. Zanuck,20th Cent.,bnw,dram,H,NYC,RaW47
The Roaring Twenties,1939,,Hal B. Wallis,Warners,bnw,musc,H,NYC,RaW59
St. Louis Blues,1939,,,,bnw,musc,,St.Louis,RaW60
They Drive by Night,1940,,,Warners,bnw,,,,RaW61
High Sierra,1941,,,,bnw,cnr,,,RaW62
They Died With Their Boots On,1941,,Robert Fellows,Warners,bnw,biop,H,,RaW63
The Strawberry Blonde,1941,,William Cagney,Warners,bnw,romt,H,Brooklyn,RaW64
Manpower,1941,,,Warners,bnw,,,,RaW65
Desperate Journey,1942,,Wallis,Warners,bnw,advt,H,,RaW66
Northern Pursuit,1943,,,,,,,,RaW67
Objective Burma,1945,,,,bnw,,,,RaW70
The Man I Love,1946,,Arnold Albert,Warners,bnw,dram,H,,RaW72
One Sunday Afternoon,1949,,Jerry Wald,Warners,tcol,musc,H,Brooklyn,RaW73
White Heat,1949,,,,bnw,,,,RaW74
Colorado Territory,1949,,,,bnw,west,,,RaW75
Distant Drums,1951,,,Republic,col,west,,,RaW77
Blackbeard the Pirate,1952,,Grainger,RKO,tcol,advt,H,,RaW78
Gun Fury,1953,,,,3d,west,,,RaW80
Sea Devils,1953,,,,,,,,RaW81
Battle Cry,1954,,none,Warners,wcol,romt,H,,RaW82
Band of Angels,1957,,none,Warners,wcol,dram,H,,RaW85
The Naked and the Dead,1958,,,,,dram,,,RaW87
A Distant Trumpet,1964,,,,,,,,RaW93
Ceux de Chez Nous,1915,Guitry,,,,,,,SG10
La Voyante,1925,,,,sbw,,,,SG15
Les Deaux Couverts,1932,,,,,,,,SG20
Bonne Chance,1935,,,,,,,,SG25
Le Roman d'un Tricheur,1936,,,,,comd,,,SG30
The Pearls of the Crown,1937,,,,,biop,,,SG33
Quadrille,1938,,,,,,,,SG35
Champes-Elysees,1938,,,,,biop,,,SG37
Ils Etaient Neuf Celibataires,1939,,,,,,,,SG40
Le Destin Fabuleux de Desiree Clary,1942,,,,bnw,biop,,,SG43
Donne-moi Tes Yeux,1943,,,,,,,,SG45
La Diable Boiteux,1948,,,,,,,,SG49
Le Comedien,1949,,,,,,,,SG50
La Poison,1951,,,Gaumont,,myst,,,SG54
Debureau,1951,,,,,,,,SG55
Versailles,1954,,,,,dram,,,SG60
Napoleon,1955,,,,,,,,SG65
Si Paris m'etait conte,1955,,,Gaumont,,dram,,Paris,SG66
Les Trois Font la Paire,1957,,,Gaumont,,myst,,,SG69
Le Vie a Dieux,1957,,,,,,,,SG70
Assassins et Voleurs,1957,,,Gaumont,,comd,,,SG71
Going to the San Francisco World's Fair,1916,W.D.Taylor,,Keystone,sbw,docu,,S.F.,WDT10
Tom Sawyer,1917,,,,,,,,WDT17
Johanna Enlists,1918,,,Pickford,sbw,romt,,,WDT19
Huck and Tom,1918,,,,,,,,WDT20
Anne of Green Gables,1919,,,RealArt,,dram,,,WDT27
Huckleberry Finn,1920,,,,,,,,WDT31
Two Orphans,1915,Unknown15,,,sbw,dram,,,Z1510
The Clemenceau Case,1915,,,,sbw,dram,,,Z1512
The Stain,1915,,,,sbw,dram,,,Z1514
Lady Audley's Secret,1915,,,,sbw,dram,,,Z1516
The Vixen,1916,,,,sbw,dram,,,Z1518
A Fool There Was,1916,,,,sbw,dram,,,Z1520
Sin,1916,,,,sbw,dram,,,Z1522
The Light,1916,,,,sbw,dram,,,Z1524
Destruction,1916,,,,sbw,dram,,,Z1526
Gold and the Woman,1916,,,,sbw,dram,,,Z1528
The Serpent,1916,,,,sbw,dram,,,Z1530
Eternal Sappho,1916,,,,sbw,dram,,,Z1532
Her Double Life,1916,,,,sbw,dram,,,Z1536
Cleopatra,1917,,,,sbw,dram,,,Z1538
Madame Du Barry,1917,,,,sbw,dram,,,Z1540
Under Two Flags,1917,,,,sbw,dram,,,Z1542
Camille,1917,,,,sbw,dram,,,Z1544
Heart and Soul,1917,,,,sbw,dram,,,Z1546
The Tiger Woman,1917,,,,sbw,dram,,,Z1548
Salome,1918,,,,sbw,dram,,,Z1550
When A Woman Sins,1918,,,,sbw,dram,,,Z1552
The Forbidden Path,1918,,,,sbw,dram,,,Z1554
The She Devil,1918,,,,sbw,dram,,,Z1556
Rose of the Blood,1918,,,,sbw,dram,,,Z1558
Kathleen Mavourneen,1919,,,,sbw,dram,,,Z1560
La Belle Russe,1919,,,,sbw,dram,,,Z1562
When Men Desire,1919,,,,sbw,dram,,,Z1564
The Siren's Song,1919,,,,sbw,dram,,,Z1566
A Woman There Was,1920,,,,sbw,dram,,,Z1568
The Price of Silence,1921,,,,sbw,dram,,,Z1570
Her Greatest Love,1921,,,,sbw,dram,,,Z1572
The Unchastened Woman,1925,,,,bnw,,,,Z1576
Madame Mystery,1926,,,,bnw,comd,,,Z1578
The Dancer of Paris,1928,,,,bnw,,,,Z1580
Perfido Incanto,1916,A.Bragaglia,,,,,,,AB1
Thais,1916,,,Novissima ,,,,,AB2
J'accuse,1919,Gance,,,,,,,AG10
La Roue,1922,,,,,,,,AG13
Napoleon,1927,,,WESTI,col,epic,H,,AG20
La Fin du Monde,1930,,Gance,Ecran d'Art,,dram,H,,AG30
Napoleon,1934,,,Soc.Gen.des Films,col,epic,H,,AG40
J'accuse,1937,,,,,dram,,,AG50
Magirama,1955,,,,,hist,,,AG65
Austerlitz,1960,,,,,hist,,,AG70
Sunshine,1916,Cline,,,,,,,ECn1
His Bread and Butter,1916,,,,,,,,ECn2
Her First Beau,1916,,,,,,,,ECn3
Training for Husbands,1918,,,,,,,,ECn26
Training for Husbands,1921,,,,,,,,ECn29
Circus Day,1923,,,,,,,,ECn100
Off His Trolley,1924,,,,,,,,ECn101
Galloping Bungalows,1924,,,,,,,,ECn102
The Plumber,1924,,,,,,,,ECn103
Little Robinson Crusoe,1924,,,,,,,,ECn104
When a Man is a Man,1924,,,,,,,,ECn105
The Good Bad Boy,1924,,,,,,,,ECn107
Captain January,1924,,,,,,,,ECn107
Along Came Ruth,1924,,,,,,,,ECn108
Tee for Two,1925,,,,,,,,ECn109
A Love Sunday,1926,,,,,,,,ECn119
The Girls from Everywher,1927,,,,,,,,ECn133
Ladies Night in Turkish Bath,1928,,,,,,,,ECn138
Love at First Flight,1928,,,,,,,,ECn141
Crash,1928,,,,,,,,ECn142
Broadway Fever,1929,,,,,,,,ECn143
Don't Bite Your Dentist,1930,,,,,,,,ECn146
In Conference,1931,,,,,,,,ECn150
Million Dollar Legs,1932,,,,,,,,ECn151
So This is Africa,1933,,,,,,,,ECn152
Peck's Bad Boy,1934,,,,,,,,ECn153
The Cowboy Millionaire,1935,,,,,,,,ECn155
When a Man's a Man,1935,,,,,,,,ECn156
F-Man,1936,,,,,,,,ECn158
On Again - Off Again,1937,,,,,,,,ECn159
High Flyers,1937,,,,,,,,ECn161
Hawaii Calls,1938,,,,,,,,ECn162
The Villain Still Pursued Her,1940,,,,,,,,ECn166
The Bank Dick,1940,,,,,comd,,,ECn167
My Little Chickadee,1940,,Leslie Cowan,Universal,bnw,comd,,,ECn168
Never Give a Sucker an Even Break,1941,,,,,comd,,,ECn169
Meet The Chump,1941,,,,,,,,ECn170
The Sucker,1941,,,,,,,,ECn171
What's Cooking,1942,,,,,,,,ECn172
Crazy House,1943,,Erle C. Kenton,Universal,bnw,comd,,NYC,ECn177
Night Club Girl,1944,,,,,,,,ECn180
Penthouse Rhythm,1945,,,,,,,,ECn183
Bringing Up Father,1946,,,,,,,,ECn185
Jiggs and Maggie in Society,1948,,,,,,,,ECn186
Jiggs and Maggie in Court,1948,,,,,,,,ECn187
Who Pays?,1916,H.King,,,,,,,HK1
Tol'able David,1921,,,,sbw,,,,HK10
The White Sister,1923,,,,sbw,,,,HK20
Stella Dallas,1925,,S.Goldwyn,Goldwyn,sbw,dram,H,,HK25
Whoopie,1929,,S.Goldwyn,,,musc,,,HK30
State Fair,1933,,Winfield Sheehan,Fox,bnw,comd,H,,HK50
Way Down East,1936,,Winfield Sheehan,Fox,bnw,dram,H,,HK56
Lloyd's of London,1936,,D.F.Zanuck,Fox,bnw,hist,H,London,HK58
Ramona,1936,,,Fox,,,,,HK63
In Old Chicago,1938,,MacGowan,Fox,bnw,dram,AAN,,HK66
Alexander's Ragtime Band,1938,,Harry Joe Brown,Fox,bnw,musc,H,,HK67
Stanley and Livingstone,1939,,Kenneth MacGowan,Fox,bnw,advt,H,,HK69
Maryland,1940,,,,,,,,HK71
Chad Hanna,1940,,,,,,,,HK72
A Yank in the RAF,1941,,,,,,,,HK73
The Black Swan,1942,,Robert Bassler,Fox,tcol,,,,HK75
The Song of Bernadette,1943,,,,,dram,,,HK76
Wilson,1944,,Darryl Zanuck,Fox,col,biop,AAN,Washington,HK77
Margie,1946,,,,,,,,HK79
Captain from Castile,1947,,,,,advt,,,HK80
Twelve OClock High,1949,,D.F.Zanuck,Fox,bnw,susp,AAN,,HK82
The Gunfighter,1950,,,,,west,,,HK83
David and Bathsheeba,1950,,D.F.Zanuck,Fox,tcol,epic,H,,HK86
The Snows of Kilimandjaro,1952,,D.F.Zanuck,Fox,tcol,romt,H,,HK89
Love is a many Splendored Thing,1955,,Buddy Adler,Fox,cs,romt,H,Hong Kong,HK91
Untamed,1955,,William A. Bacher,Fox,deluxe,advt,H,,HK92
The Sun also Rises,1957,,D.F.Zanuck,,mlab,advt,,Paris,HK94
Tender is the Night,1961,,,,,,,,HK99.
Tetes de Femmes; Femmes de Tete,1916,Feyder,,Gaumont,sbw,,,,JqF2
Un Conseil d'Ami,1917,,,Gaumont,sbw,comd,,,JqF4
La Faute d'Orthographe,1918,,,Gaumont,sbw,comd,,,JqF6
L'Atlantide,1921,,,,,,,,JqF10
Les Noveuax Messieurs,1929,,,,,,,,JqF20
The Kiss,1929,,,,bnw,dram,,,JqF25
Le Grand Jeu,1934,,Albert Lewin,MGM,sbw,dram,,,JqF30
La Kermesse Heroique,1935,,,Tobis,bnw,comd,H,Flanders,JqF40
Knight Without Armor,1937,,A.Korda,London,bnw,romt,H,,JqF50
La Lois du Nord,1939,,,,,,,,JqF60
Rebecca of Sunnybrook Farm,1917,Neilan,,First National,sbw,dram,,,MaN30
Amarilly of Clothes-Line Alley,1918,,,,sbw,comd,,,MaN35
Dady Long-Legs,1919,,,,bnw,romt,,,MaN40
Tess of the D'Ubervilles,1925,,,,,,,,MaN70
Sweethearts on Parade,1930,,,,,,,,MaN110
Private Lives,1931,S.Franklin,,MGM,bnw,comd,,,SFr42
The Guardsman,1931,,Albert Lewin,MGM,bnw,comd,H,,SFr43
Reunion in Vienna,1933,,,,,dram,,,SFr46
Dark Angel,1935,,,,,,,,SFr50
The Good Earth,1937,,Irving Thalberg,MGM,bnw,dram,H,,SFr60
The Three Godfathers,1916,LeSaint,,Universal,sbw,west,,,EJL10
The Ragamuffin,1916,W.DeMille,,Paramount,sbw,romt,,,WDM3
What Every Woman Knows,1921,,,Paramount,sbw,romt,,,WDM5
Nice People,1922,,,,,,,,WDM10
Craig's Wife,1928,,,,,,,,WDM20
Il processo Clemenceau,1917,deAntoni,,Ceasar,sbw,dram,,,AbA10
The House of Rothschild,1934,Werker,R.Griffith,2oth C.,bnw,,H,,AlW40
The Adventures of Sherlock Holmes,1939,,D.Markey,Fox,bnw,,H,London,AlW60
One Week,1920,B.Keaton,,,sbw,,,,BsK1
Convict 13,1920,,,,sbw,,,,BsK2
The Scarecrow,1920,,,,sbw,,,,BsK3
Neighbors,1921,,,,sbw,romt,,,BsK4
The Goat,1921,,,,,,,,BsK5
The Haunted House,1921,,Cline,Metro,sbw,comd,,,BsK6
Hard Luck,1921,,,,sbw,,,,BsK7
The High Sign,1921,,,,sbw,,,,BsK8
The Playhouse,1921,,,,sbw,,,,BsK9
The Boat,1921,,,,sbw,,,,BsK10
The Paleface,1921,,,,sbw,,,,BsK11
The Blacksmith,1921,,B.Keaton,,sbw,,,,BsK12
Cops,1922,,Joseph F. Schenk,First National,sbw,,H,,BsK13
The Electric House,1922,,,,sbw,,,,BsK14
My Wife's Relations,1922,,,,sbw,,,,BsK15
The Frozen North,1922,,,,,comd,,,BsK16
Day Dreams,1922,,,,sbw,,,,BsK17
The Baloonatic,1923,,,,sbw,,,,BsK18
The Three Ages,1923,,,,bnw,comd,,,BsK19
The Love Nest,1923,,B.Keaton,,sbw,,,,BsK20
Our Hospitality,1923,,Joseph M. Schenk,B.Keaton,sbw,comd,H,,BsK21
Sherlock jr.,1924,,B.Keaton,Metro,sbw,comd,H,,BsK22
The Navigator,1924,,Joseph M. Schenk,Metro-Goldwyn,sbw,comd,H,,BsK23
Seven Chances,1925,,B.Keaton,,,comd,,,BsK24
Go West,1925,,B.Keaton,,sbw,comd,,,BsK25
Estrallos,1925,,,,bnw,comd,,,BsK26
Battling Butler,1926,,B.Keaton,,bnw,comd,,,BsK27
Life in Sometown; USA,1938,,,,,,,,BsK28
Hollywood Handicap,1938,,,,,,,,BsK29
Streamlined Swing,1938,,,,,,,,BsK930
Cenere,1917,Mari,Arturo Ambrosio,Ambrosio,sbw,dram,,,FbM10
The Only Way,1918,F.Lloyd,,,sbw,dram,,,FLl4
Les Miserables,1918,,,,,dram,,,FLl7
Madame X,1920,,,,sbw,dram,,,FLl10
Oliver Twist,1922,,,,,,,,FLl20
The Divine Lady,1929,,,Warners,bnw,biop,AA,,FLl30
East Lynne,1931,,,Fox,bnw,dram,AAN,,FLl40
Passport to Hell,1932,,,,,,,,FLl50
Cavalcade,1933,,Winfield Sheehan,,,dram,AA,Titanic,FLl59
Berkeley Square,1933,,Jessse L. Lasky,Fox,bnw,romt,H,London,FLl62
Mutiny on the Bounty,1935,,Irving Thalberg,MGM,cld,dram,H,,FLl70
Under Two Flags,1936,,,Fox,bnw,advt,VIP,,FLl75
Wells Fargo,1937,,F.Llloyd,Paramount,bnw,west,H,,FLl80
Maid of Salem,1961,,Howard Estabrook,Paramount,bnw,biop,,Salem,FLl85
If I were King,1939,,Lloyd,Paramount,bnw,advt,H,,FLl89
Blood on the Sun,1945,,William Cagney,Cagney,bnw,actn,H,Tokyo,FLl99
The Goldwyn Follies,1938,Geo.Marshall,Sam Goldwyn,Goldwyn,tcol,musc,H,Hollywood,GM190
Destry Rides Again,1939,,Joe Pasternal,Universal,bnw,west,H,Bottleneck,GM200
The Ghost Breakers,1940,,Hornblow,Paramount,bnw,,H,,GM210
Murder He Says,1944,,,,,,,,GM220
Incendiary Blonde,1945,,,,,biop,,,GM222
The Blue Dahlia,1946,,,Paramount,bnw,noir,,,GM223
Monsieur Beaucaire,1946,,John Paul Jones,Paramount,col,,H,,GM224
The Happy Barber,1946,,,,,comd,,,GM225
The Perils of Pauline,1947,,,,,dram,,,GM226
Variety Girl,1947,,Daniel Dare,Paramount,bnw,dram,H,,GM227
Fancy Pants,1950,,,,,,,,GM230
The White Son of the Sioux,1952,,,,,west,,,GM235
Houdini,1953,,Pal,Paramount,tcol,romt,H,,GM237
Scared Stiff,1953,,Wallis,Paramount,bnw,comd,,,GM238
Red Garters,1954,,Pat Duggan,Paramount,tcol,west,,,GM240
Money From Home,1954,,,Paramount,3d,comd,,,GM242
Destry,1954,,Stanley Rubin,U-I,tcol,west,H,Restful,GM300
The Gazebo,1959,,Lawrence Weingarten,MGM,tcol,comd,H,,GM305
Papa's Delicate Condition,1963,,Jack Rose,Paramount,tcol,comd,H,,GM310
Over the Fence,1919,H.Lloyd,,,sbw,comd,,,HL1
His Royal Slyness,1919,,,,,comd,,,HL2
Early Cinema; Vol.1,1919,,,,sbw,comd,,,HL3
Harold Lloyd: Comedy Classics,1919,,,,sbw,docu,,,HL4
Grand-Ma's Boy,1922,,,,,,,,HL5
The Freshman,1925,,,,,comd,,,HL8
Feet First,1930,,,,,comd,,,HL20
Marked Men,1920,J.Ford,,Universal,sbw,west,,,IF15
The Iron Horse,1924,,,Fox,sbw,west,,,IF43
Men Without Women,1930,,,,,,,,IF63
Arrowsmith,1931,,,,,,,,IF68
The Lost Patrol,1934,,,,,,,,IF73
Judge Priest,1934,,,,,comd,,,IF75
The Whole Town's Talking,1935,,Lester Cowan,Columbia,bnw,dram,,,IF76
The Informer,1935,,Cliff Reid,RKO,bnw,,H,,IF77
Steamboat Round the Bend,1935,,Sol M. Wurtzel,Fox,bnw,dram,H,,IF78
The Prisoner of Shark Island,1936,,D.F.Zanuck,Fox,bnw,hist,H,,IF79
Wee Willie Winkie,1937,,,,,romt,,,IF81
The Hurricane,1937,,Merrit Hulburd,Sam Goldwyn,bnw,dram,H,,IF83
Stagecoach,1939,,Wanger,U.A.,bnw,west,AAN,,IF86
Young Mr. Lincoln,1939,,MacGowan,Fox,bnw,biop,VIP,,IF87
Drums Along the Mohawk,1939,,Raymond Griffin,Fox,tcol,west,H,,IF88
The Grapes of Wrath,1940,,Nunally J.,Fox,bnw,,H,,IF89
The Long Voyage Home,1940,,,,,,,,IF90
Tobacco Road,1941,,Harry H. Oshrin,Fox,bnw,dram,H,,IF91
How Green Was my Valley,1941,,D.F.Zanuck,Fox,bnw,dram,H,,IF92
My Darling Clementine,1946,,Samuel G. Engel,Fox,bnw,,H,,IF98
Fort Apache,1948,,,,col,west,,,IF99
The Three Godfathers,1948,,J.Ford,MGM,tcol,west,H,,IF100
She Wore a Yellow Ribbon,1949,,M.C.Cooper,RKO,col,west,,,IF101
Wagon Master,1953,,,,,west,,,IF103
The Quiet Man,1952,,,Republic,,dram,AA,Connemara,IF106
