pcode,did,lname,fname,,,background/0,yearstart,yearend
D,VlM,Menshov,Vladimir,,,Ru,1980,
D,OrM,Mentasti,Oreste,19xx,,It,1911,
D,JMe,Mentges,Jeff,,,Am,1990,
D,JM,Menzel,Jiv ri,1938,,Cz,1966,
V,WCM,Menzies,William Cameron,1896,1957,Am,1931,1954
D,LMe,Mercanton,Louis,,,Fr,1912,
W,IsM,Merchant,Ismael,,199x,In,1994,
D,JMr,Merendino,James,19xx,19yy,Ct,1998,
W,AMt,Merlet,Agnes,19xx,19yy,Fr,1995,1997
D,xMe,Merzbach,gn,,,Ct,1935,
D,MtM,Meshekoff,Matthew,19xx,,Ct,1993,
D,MMz,Meszaros,Marta,,,Hu,1988,
W,TMe,Metcalfe,Tim,,,Ct,1996,
D,AMz,Metzger,Alan,,,Am,1990,
D,AMp,Metter,Alan,19xx,2004,Am,1985,1999
D,RMe,Metzger,Radley,1930,,Am,1961,1978
D,AMe,Meyer,Andrew,,,Am,1973,
D,GMe,Meyer,Gerald,1919,2001,Am,1945,
P,,Meyer,Jerry G.,,,Am,,
P,,Meyer,Louis B.,1885,1957,Am,,
P,NcM,Meyer,Nancy,,,Am,2001,
B,NiM,Meyer,Nicholas,1945,,Am,1979,1985
D,RuM,Meyer,Russ,1923,2004,Am,1959,1998
W,NMe,Meyers,Nancy,,,Am,1998,
D,AMy,Myerson,Alan,,,Am,1973,
D,OsM,Micheaux,Oscar,19xx,,Am,1931,
D,NMv,Mikhalkov,Nikita,,,Ru,1987,
P,,Milchan,Arnon,,,Is,1990,1993
D,Wmi,Miles,William,19xx,,Am,1980,
D,LM,Milstein,Levis,1895,1980,Am,1925,1962
W,VMi,Mignatti,Victor,,,Ct,1998,
W,IMi,Milius,John,1945,,Am,1973,1982
A,RMl,Milland,Ray,1905,,Br,1955,
D,GaM,Millar,Gavin,,,Am,1986,
P,StM,Millar,Stuart,1929,,Am,1972,1975
D,ClM,Miller,Claude,1942,,Fr,1976,1993
E,DMi,Miller,David,1909,,Am,1941,1976
P,,Miller,Don,1909,,Am,1989,1993
D,GeM,Miller,George,1945,,Au,1979,1992
A,JMl,Miller,Jason,1939,,Am,1982,
D,,Miller,Jonathan,,,Am,,
D,MMi,Miller,Michael,,,Am,1976,1982
D,REM,Miller,Robert Ellis,,,Am,1966,1980
D,RlM,Miller,Randall,,,Am,1994,
W,AyM,Milligan,Andy,1929,1991,Am,1970,
D,IlM,Milonaka,Ilia,,,,1988,
D,RMi,Milton,Robert,,,,1932,
W,AMi,Minghella,Anton,,,,1991,1993
D,VM,Minnelli,Vincent,1910,1991,Am,1943,1976
D,SMi,Miner,Steve,,,,1981,1990
D,RMn,Minkof,Rob,,,Ct,1994,
B,,Mishima,Yukio,,1970,Ja,1968,
D,CMt,Mitchell,Claude,19xx,,Ct,1923,
D,RMt,Mitchell,Roger,19xx,19yy,Ct,1999,
A,,Mitchum,Robert,1917,,Am,1958,
D,MMz,Mitz,Michael,,,Ct,1992,
D,HyM,Miyazaki,Hayao,19xx,19yy,Ja,1999,
D,KMz,Mizoguchi,Kenji,1898,1956,Ja,1923,1956
D,MaM,Mobray,Malcolm,,,Br,1984,1989
D,BMo,Model,Ben,,,PR,1991,
D,GvM,Molander,Gustav,,,Da,1934,1938
D,EMo,Molinaro,Edouard,1928,,Fr,1957,1996
D,DMl,Moll,Dominik,/n,,Fr,2001,
D,PlM,Mones,Paul,19xx,,Ct,1991,
W,ChM,Monger,Christopher,,,Br,1990,
D,MMo,Monicello,Mario,,,,1981,
D,IvM,Montagu,Ivor,1904,1964,Br,1928,1936
D,JuM,Montell,Judy,19xx,,Am,1993,
D,RMr,Mentero,Roberto,,,It,1976,
A,RMo,Montgomery,Henry,1904,1981,Br,1929,1960
D,LMy,Moodysson,Lukas,,199x,Sw,1999,
D,IMo,Moon,Irwin,,199x,,1946,
A,DmM,Moore,Demi,,,Ct,1996,
D,MMr,Moore,Michael,,Am,,1990,
D,RbM,Moore,Robert,1927,,Am,1976,1979
W,JoM,Moorhouse,Jocelyn,,,Au,1992,1997
D,AMr,Morrahan,Andy,19xx,,Ct,1995,
D,DMo,Moreton,Dvid,19xx,19yy,Ct,1999,
D,HaM,Morgan,Harry,,,Am,1964,
D,WlM,Morgan,William,,,Am,1941,
D,RtM,Morin,Robert,,,Fr,1992,
D,YoM,Morita,Yoshimitsu,,,Ja,1980,1984
D,ShM,Moritani,Shiro,,,Ja,1973,
D,ErM,Morris,Errol,1947,,Am,1978,1997
D,HMo,Morris,Howard,,,Am,1968,
D,PMo,Morrissey,Paul,1939,,Am,1961,1978
D,NnM,Moretti,Nanni,19xx,,It,1994,
D,LMo,Morneau,Louis,19xx,19yy,Ct,1999,
A,ViM,Morrow,Vic,1932,1982,Am,1961,
D,HwM,Morse,Hollingsworth,,,Ct,1972,
D,TMo,Morse,Terry,1906,,Am,1939,1965
D,RkM,Morton,Rocky,,,Am,1988,1993
D,BnM,Moses,Ben,19xx,,Ct,1994,
D,JMw,Mostow,Jonathan,,199x,,1997,
D,IMx,Moxey,John,,,,1960,
D,GrM,Mottola,Greg,,199x,,1997,
D,AMo,Moyle,Alan,19xx,,Ct,1990,
D,RMg,Mugge,Robert,,,Ct,1992,1994
D,RhM,Mulcahy,Russell,,,Am,1984,1994
D,RyM,"M""uller",Ray,,,Ct,1993,
D,RMu,Mulligan,Robert,1925,,,1957,1983
D,AMk,Munk,Andrzej,,1963,Po,1963,
D,JTM,Murakami,Jimmy T.,,,Ja,1980,
D,FM,Plumpe,Friedrich Wilhelm,1888,1931,Ge,1919,1931
D,DMu,Murphy,Dudley,,,Am,1922,
A,EMu,Murphy,Eddie,,,Am,1989,
D,GMu,Murphy,Geoff,1949,,NZ,1980,1996
D,RMp,Murphy,Ralph,1895,1967,Am,1941,1955
W,RMr,Murphy,Richard,1912,,Am,1960,
D,IMu,Musker,John,,,Am,1992,
D,CMu,Musser,Charles,,,Ct,1982,
W,JMi,Musso,Jeff,,,Fr,1937,
D,FMx,Mutrux,Floyd,,,Am,1978,
D,MMy,Myers,Mike,,,Ct,1999,
D,DMy,Myrick,Daniel,,,Am,1998,
D,AiN,Naderi,Amir,19xx,19yy,Ir anion,1984,
D,MNa,Nair,Mira,,,In dian,1989,2001
D,SNa,Nakahara,Shun,,,Ja,1991,
W,TNa,Nakajima,Takeo,,,Ja,1993,
D,xNa,Napier,gn,19xx,,Ct,1992,
W,AN,Napoleon,Art,,,Am,1958,
D,MiN,Naruse,Mikio,,,Ja,,
D,SNz,Narizzano,Silivo,,,,1966,
D,VNa,Natali,Vincenzo,19xx,19yy,Ct,1999,
D,WTN,Naud,William T.,19xx,,Ct,1965,1966
P,RoN,Neame,Ronald,1911,,Br,1947,1971
W,GrN,Nava,Gregory,,199x,,1997,
W,AmN,Neckering,Amy,,,Am,1990,
D,HNe,Needham,Hal,,,Am,1977,
D,ANe,Negrin,Alberto,,,Ct,1992,
D,JN,Negulesco,Jean,1900,,Rm,1944,1955
D,MaN,Neilan,Marshall,1891,1958,Am,1916,1937
D,,Neill,James,,,,1915,
D,RWN,deGostric,Roy William,1890,1946,Ir,1917,1946
D,JNs,Neilson,James,,,Am,1956,1963
W,TBN,Nelson,Tim Blake,19xx,199x,Am,1997,
D,GNs,Nelson,Gary,,,Am,1980,
A,GnN,Nelson,Gene,,,Am,1961,
D,JkN,Nelson,Jack,,,Am,1927,
W,JeN,Nelson,Jessie,,,Am,1927,
D,RNe,Nelson,Ralph,1962,1987,Am,1962,1976
D,JNe,Nemec,Jan,19bb,,Cz,1966,1989
D,KuN,Neumann,Kurt,1908,1958,Gr,1932,1958
D,StN,Neumann,Stan,,,Ct,1991,
D,MNe,Newell,Mike,1943,,Br,1980,1994
D,SNe,Newfield,Sam,,,Ct,1944,
D,INw,Newland,John,,,Am,1959,1970
M,,Newman,Alfred,,,Am,1937,1955
D,JNm,Newman,Joseph M.,1909,,Am,1931,1963
A,PNe,Newman,Paul,,,Am,1968,1987
D,FNm,Newmeyer,Fred,1888,1970,Am,1919,1937
A,TTN,Nga,Tiana Thi Thanh,19xx,,Vi etnamese,1993,
D,LNg,Ngabo,L'eonce,19xx,,Ct,1992,
D,FrN,Nobile,Frederico,1874,1948,Am,1918,1941
D,ANi,Niccol,Andrew,19xx,199x,Ct,1997,
W,MzN,Nichetti,Maurizio,,,It,1985,1993
P,JnN,Nickman,Jan C.,,,Ct,1990,
E,GNj,Nicholls,George Jr,,,Ct,1934,
D,CAN,Nichols,Charles A.,,,Ct,1972,
W,DuN,Nichols,Dudley,1895,1960,Am,1946,1947
D,MN,Peschkowsky,Michael Igor,1931,,Ge,1966,1997
D,ArN,Nicholson,Arch,,,Am,1981,
A,JNi,Nicholson,Jack,,,Am,1977,1990
D,WmN,Nicholson,William,,,Ct,1995,
D,INi,Nicolella,John,19xx,199x,Ct,1997,
M,,Niehaus,Lennie,19xx,,Ct,1985,1995
D,WlN,Nigh,William,,,Ct,1938,
D,RNi,Nilsson,Rob,,,Am,1985,
D,IvN,Nitchev,Ivan,19xx,19yy,Ct,1999,
A,LeN,Nimoy,Leonard,1931,,Am,1984,1988
D,JNB,Nixon-Browne,Jack,,,Am,,
W,CNo,Nolan,Christopher,,,Ct,1999,
D,ChN,Noonan,Chris,,199x,Au,1995,
A,TyN,Noon,Thomas,1921,1968,Am,1964,
A,ToN,Noonan,Tom,,,Am,1994,
P,LNm,Norman,Leslie,,,Br,1915,1961
D,ANo,Norris,Aaron,19xx,,Ct,1993,
D,SNo,Norrington,Stephen,,,Ct,1998,
D,BWN,Norton,B.W.L.,,,,1979,
D,MNo,Nosseck,Max,,,Am,1945,
D,NNo,Nosseck,Noel,,,Am,1937,1991
D,JNo,Nossiter,Jonathan,,199x,,1997,
D,RNo,Nougmanov,Rachid,19xx,,,1988,
D,MNv,Novaro,Maria,19xx,,Me,1992,
D,PhN,Noyce,Phillip,,,,1989,1997
D,CDN,Nube,Chris D.,,,,1991,
D,SiN,Nuchtern,Simon,,,Am,1983,
A,ElN,Nugent,Elliot,1899,1980,Am,1932,1951
W,,Nugent,Frank S.,,,Am,1949,1963
D,VNu,N unez,Victor,,,Ct,1987,1997
D,TNu,Nunn,Trevor,,,,1975,1986
D,CNu,Nutley,Colin,19xx,,Br,1993,
C,BNu,Nuytten,Bruno,,,Fr,1989,
C,SvN,Nykvist,Sven,1922,,Sw,1953,
D,CNy,Nyby,Christian,1919,,Am,1952,1971
V,,O'Brien,Willis,,,Am,1925,1961
D,EOB,O'Brien,E,,,Am,1961,
P,LOb,Obst,Lynda,,1999,Am,1996,
D,JOC,O'OConnelly,James,,,Ct,1968,
D,POC,O'Connor,Pat,,,Ir,1988,1998
D,ClO,Odets,Clifford,,,Am,1944,
D,SOe,Oedekerk,Steve,,,Ct,1990,
D,TOw,Ogawara,Takao,,,Ja,1995,
D,GeO,OHara,Gerry,,,Am,1976,
D,SiO,Olcott,Sidney,,,Ct,1912,
A,GOl,Oldman,Gary,,199x,Br,1997,
D,KOl,Olin,Ken,19xx,,Ct,1994,
W,JoO,Oliansky,Joel,,,Am,1980,
A,LOl,Olivier,Lord Laurence,1907,,Br,1944,1969
C,,Ondru iv cek,Miroslav,,,,1976,
D,RVO,O'Neil,Robert Vincent,,,Am,1983,
D,FOp,Opetek,Ferzan,,,Tu rkey,1998,
C,MOp,Oppenheimer,Max,1902,1957,Ge,1930,1955
C,MOs,"Oph""uls",Marcel,,,Fr,1963,1976
D,GaO,Orona,Gary,19xx,,Ct,1990,
D,DOR,O'Rourke,Dennis,1948,,Au,1991,
W,JmO,Orr,James,,,Ct,1995,
G,KOr,Ortega,Kenny,,,Ct,1992,1993
B,,Osborne,John,1930,1994,Br,1959,1985
D,NOs,Oshima,Nagisa,,,Ja,1960,1978
D,GOw,Oswald,Gerd,1916,,,1956,1971
D,RiO,Oswald,Richard,1880,1963,Ge,1916,1949
D,SOS,O'Steen,Sam,,,Am,1976,
D,KOt,Otomo,Katsushiro,,,Ja,1988,
D,UlO,Ottinger,Ulrike,,,Ge,1977,1989
D,IdO,Ouedraogo,Idrissa,19xx,,Ct,1992,
A,GOu,Tannenbaum,Max G'erard,1919,,Fr,1960,1980
D,CfO,Owen,Cliff,,,Ct,1967,
A,JOx,Oxenberg,Jan,,,Ct,1992,
A,NOx,Oxilia,Nino,19xx,,It,1913,
A,FOz,Oznowicz,Frank,1944,,Br,1983,2001
D,xOz,Ozerov,gn,19xx,,Ru,1969,
W,AOz,Ozgenturk,Ali,,,Tu rkish,1982,
D,YOz,Ozu,Yasujiro,1903,1963,Ja,1927,1962
D,GP,Wilhelm,George,1885,1967,Ge,1923,1956
D,HPa,Pachard,Henri,,199x,,1982,
A,AlP,Pacino,Al,1939,,Am,1987,1996
D,APv,Padovan,Adolfo,19xx,,It,1911,
D,AnP,Page,Anthony,1935,,Br,1968,1994
W,MPa,Pagnol,Marcel,1894,1974,Fr,1934,1955
D,AJP,Pakula,Alan J.,,1998,Am,1976,1993
P,GPl,Pal,George,,,Am,1960,
D,EPy,Palcy,Euzhan,,,,1984,
D,APl,Palekar,Arnol,19xx,,In dia,1990,
D,,Palermi,Amleto,19xx,,It,1923,1926
D,ToP,Palmer,Tony,,,Br,1984,
P,BrP,Paltrow,Bruce,,,Am,1982,
D,HvP,Palud,Herve,,,Ct,1996,
W,NPa,Panama,Norman,1914,,Am,1955,1977
D,LPs,Papastathis,Lakis,19xx,,Gr,1987,
D,NPk,Papatakis,Nikos,19xx,,Gr,1967,1986
D,SgP,Parajanov,Sergei,19xx,,,1990,
D,JPt,Parent,James,,199x,,1935,
D,JrP,Paris,Jerry,,,Am,1968,
D,DPs,Parisot,Dean,,,Ct,1996,
D,NiP,Park,Nick,19xx,,GB,1991,2000
A,OPa,Parker,Oliver,19xx,19yy,Ct,1995,1999
D,AbP,Parker,Albert,,,Ct,1918,1936
W,APa,Parker,Alan,1944,,Br,1973,1990
D,DPa,Parker,David,,,Au,1992,
P,IPa,Parker,John,,,Au,1955,
W,TPa,Parker,Trey,,,Am,1998,
D,GPk,Parks,Gordon,,,Am,1971,
D,RPa,Parrish,Robert,,,Am,1951,1971
D,JPa,Parrott,James,1892,1939,Am,1930,1835
A,GoP,Parry,Gordon,1908,1981,Br,1948,1960
D,CPc,Pascal,Christine,,,Ct,1991,
P,GPa,Pascal,Gabriel,1894,1954,Hu,1940,1945
W,PaP,Pasolini,Pier Paolo,1922,1975,It,1961,1975
D,IPq,Pasquin,John,,199x,,1997,
D,IvP,Passer,Ivan,1933,,Cz,1964,1992
P,CPa,Path'e,Charles,1863,1978,Fr,1902,
D,PPz,Patzak,Peter,19xx,,Os,1989,
D,SvP,Paul,Steven,,,Am,1980,
D,SfP,Paul,Stefan,,,Ge,1980,
D,AxP,Payne,Alexander,19xx,19yy,Am,1997,
D,RPe,Pearce,Richard,,,,1981,1992
D,SaP,Peckinpah,Sam,1926,,Am,1961,1983
D,LPe,Peerce,Larry,,,Am,1969,1981
D,KPe,Peirce,Kimberly,19xx,19yy,Ct,1999,
D,JMP,Pellissie,Jean-Marie,,,Ct,1973,
D,MPl,Pellington,Mark,19xx,199x,Ct,1997,
D,ArP,Penn,Arthur,1922,,Am,1958,1981
D,LeP,Penn,Leo,,,Am,1964,
A,SeP,Penn,Sean,,,Am,1991,
D,DAP,Pennebaker,D.A.,19xx,,Ct,1993,
D,CPR,Pennington-Richards,C.,19xx,,Ct,1968,
W,MkP,Peploe,Mark,,,It,1992,
W,CP,Peploe,Clare,1945,,It,1987,1995
A,GPe,Peppard,George,,,Am,1980,
W,MGP,Gomez Pereira,Manuel,,,Sp,1999,
W,MPe,Pereira,Migual,,,Ar,1990,
D,PPm,Perelman,Pablo,19xx,,Chilean,1987,1992
D,HPe,Perello,Hope,19xx,,Ct,1990,
D,JPe,Peretz,Jesse,,,Ct,1998,
D,EPe,P'erier,Etienne,19xx,,Fr,1971,
C,,P'erinal,Georges,,,,1940,
A,APe,Perkins,Anthony,,,Am,1986,
P,,Perlberg,William,1892,1969,Am,1939,1964
D,LcP,Perret,L'eonce,19xx,,Fr,1911,1913
C,,Perry,Eleanor,,1981,Am,1962,1981
D,FPy,Perry,Frank,1930,,Am,1962,1976
D,BiP,Persky,Bill,,,Am,1981,
D,LSP,Person,Luis Sergio,,,Bz,1991,
D,APk,Peschke,Anton,,,Os,1990,
P,,Peters,Jon,1945,,Am,,
D,WoP,Petersen,Wolfgang,,,Ge,1981,1993
D,ElP,Petri,Elio,,,It,1959,1970
D,DPt,Petrie,Daniel,1920,,Am,1959,2000
D,xPe,Petrov,gn,,,Ru,1944,
D,AeP,Petrov,Alexander,,,Ct,1999,
A,JoP,Pevney,Joseph,1920,,Am,1950,1966
D,DGP,Phalke,D.G.,,,In,1913,
A,LPh,Phillips,Lee,,,Am,1974,1980
W,MPi,Pialat,Maurice,1925,,Fr,1968,1992
D,MiP,Picazo,Miguel,,,Sp,1985,
A,IrP,Pichel,Irving,1891,1954,Am,1932,1954
D,IPi,Pieplow,John,,,Ct,1998,
D,LPi,Pierce,Larry,,,Am,1984,
D,CBP,Pierce,Charles B.,,,Am,1978,
D,FrP,Pierson,Frank R.,1945,,Am,1947,1976
D,MPn,Pineyro,Marcelo,,,Ct,2001,
D,ClP,Pinoteau,Claude,19xx,,Ct,1980,
D,LuP,Pintilie,Lucien,19xx,,Ro manian,1980,1992
D,BPi,Pittman,Bruce,19xx,19yy,Ct,1999,
D,BPl,Plympton,Bill,,,Ct,1998,
D,GPi,Pires,G'erard,19xx,,Fr,1968,
B,,Poe,Edgar Allen,1809,1849,Am,,
D,LPo,Poirier,L'eon,,,Fr,1920,
D,MPo,Poirier,Manuel,,,Fr,1998,
A,SPo,Poitier,Sidney,,,,1975,1981
D,RoP,Polanski,Roman,1933,,Po,1961,1980
V,,Polglase,Van Nest,1898,1968,Am,1919,1968
W,MlP,Polish,Michael,19xx,19yy,Am,1999,
D,HPo,Pollard,Harry,,,Am,1929,
D,BaP,Pollack,Barry,,,Am,1972,
D,JfP,Pollack,Jeff,,,Am,1997,
A,SP,Pollack,Sydney,1934,,Am,1962,1993
D,GeP,Pollock,George,1907,,Br,1956,1979
D,APo,Polonsky,Abraham,,,,1948,1969
W,RtP,Polselli,Renato,,,It,1960,
P,EP,Pommer,Erich,1899,1966,Ge,1938,1939
P,,Ponti,Carlo,,,It,1975,
D,GiP,Pontocorvo,Gillo,1919,,It,1960,1970
M,,Porter,Cole,1891,1964,Am,1929,1957
D,ESP,Porter,Edwin S.,,,Am,1896,1907
D,LPt,Portillo,Lourdes,19xx,,Me-Am,1985,
D,TPo,Post,Ted,1925,,Am,1956,1981
D,HCP,Potter,H.C.,1904,1977,Am,1936,1957
W,DPo,Potter,Dennis,1935,1994,Br,1960,1986
D,SPt,Potter,Sally,,,,1993,
D,RPo,Pottier,Richard,19xx,,Fr,1950,
A,DkP,Powell,Dick,1904,1963,Am,1953,1958
D,MP,Powell,Michael,1905,1990,Br,1937,1979
W,MnP,Pradal,Manuel,,,Fr,1998,
D,UPr,Prasad,Udayan,,199x,,1995,
D,OP,Preminger,Otto,1906,,Os,1932,1979
P,,Pressburger,Emeric,,,Br,1948,
P,,Pressman,Edward R.,,,Am,1973,1985
D,MPr,Pressman,Michael,1950,,Am,1977,1983
P,RPr,Preuss,Reuben,19xx,,Ct,1990,
W,,Pr'evert,Jaques,1906,1977,Fr,1937,1962
D,PPr,Pr'evert,Pierre,1906,,Fr,1932,
D,SPv,Previn,Steve,,,Am,1963,
D,BPr,Price,Bernard,,199x,,1997,
D,DPr,Price,David,19xx,,Ct,1993,
D,WPr,Price,Will,19xx,,Ct,1957,
D,ByP,Primus,Barry,,,Ct,1992,
M,Pri,bnd,fn,1958,,Am,1984,1990
D,HPr,Prince,Harold,,,,1970,1977
D,xPr,Priyadarshan,xfn,,,In,1998,
W,PtP,Proft,Pat,,,Ct,1998,
M,,Prokofiev,Sergei,,,Ru,1937,1944
D,APr,Proyas,Alex,19xx,,Au,1994,
M,,Puccini,Giacomo,19xx,,It,1932,
D,VsP,Pudovkin,Vsevolod,1893,1953,Ru,1926,1941
D,LPu,Puenzo,Luis,,,,1989,
P,,Puttnam,David,1942,,Br,1978,1990
D,JPy,Pytka,Joe,,199x,,1995,
D,APy,Pyun,Albert,,,Am,1982,1996
D,xQu,Quay,fn1,19xx,199x,Sw,1995,
D,,Quay,fny,19xx,199x,Sw,,
D,IQd,Quested,John,,,Am,1980,
D,Frq,Quimby,Fred,19xx,,Am,1952,
A,RiQ,Quine,Richard,1920,1989,Am,1951,1979
A,AnQ,Quinn,Anthony,1915,,Me,1958,
D,GeQ,Quintano,Gene,19xx,,Ct,1992,
D,JoQ,Quintero,Jos'e,,,Ct,1961,
D,FRa,Rademakers,Fons,,,,1980,
D,MiR,Radford,Michael,,,,1984,
D,RRa,Radler,Robert,,,Am,1989,
D,BRf,Rafelson,Bob,1934,,Am,1970,1997
D,ARa,Rafkin,Alan,,,,1967,
D,UbR,Ragona,Ubaldo,19xx,,It,1964,
D,SRi,Raimi,Sam,1960,,Am,1977,1990
D,YRa,Rainer,Yvonne,19xx,,Am,1974,
A,HaR,Ramis,Harold,,,,1980,1993
W,LyR,Ramsay,Lynn,19xx,19yy,GB,1999,
D,CRd,Randel,Christopher,19xx,,Am,1992,
D,DRa,Ranga,Donna,,199x,,1997,
D,WhR,Ransick,Whitney,19xx,,Am,1993,
W,,Ransohoff,Martin,1927,,Am,1962,1993
W,MRa,Rappaport,Mark,,,Ct,1996,
D,JPR,Rappeneau,Jean-Paul,*,,Fr,1975,1991
D,IrR,Rapper,Irving,1898,,Am,1941,1978
D,SRa,Rash,Steven,,,Am,1981,
D,MRz,Rathnam,Mani,19xx,19yy,In,1987,
D,BRa,Ratner,Brett,,199x,,1997,1999
A,GrR,Ratoff,Gregory,1897,1960,Ru,1937,1957
D,GRv,Ravel,Gaston,19xx,,Fr,1928,
W,,Ravetch,Irving,,,Am,1958,
D,ARv,Ravett,Abraham,,,Ct,1989,
D,IRa,Rawlins,John,,,Am,1946,1947
D,FOR,Ray,Fred Olen,,,Am,1980,1990
D,MnR,Radnitsky,Emmanuel,1890,1976,Am,1923,
W,NR,Kienzle,Raymond Nicholas,1911,1979,Am,1947,1976
D,SR,Ray,Satyajit,1921,1992,In,1954,1977
P,JRa,Caines,John,1892,1953,Br,1934,1952
D,SRd,Raymond,Susan,19xx,,Am,1973,
A,RR,Redford,"Charles Robert Jr.",1937,,Am,1980,1998
D,CR,Reed,Sir Carol,1906,1976,Br,1934,1972
W,LuR,Reed,Luther,,,Am,1929,1930
D,ThR,Reed,Theodore,,,Am,1939,
D,JeR,Rees,Jerry,,,Am,1991,
D,MRv,Reeves,Michael,1944,1969,Br,1965,1968
D,RRe,Regan,Rob,,,,1990,
D,GoR,Reggio,Godfrey,,,,1983,1988
D,MRc,Reichert,Mark,,,Am,1980,
D,IRd,Reid,John,,199x,NZ,1979,1994
A,CaR,Reiner,Carl,1922,,Am,1959,1989
D,JrR,Reiner,Jeffrey,,,Am,1995,
D,RbR,Reiner,Robert,,,Am,1983,
D,ARt,Reinert,Al,,,Am,1990,
W,GxR,Reinhardt,Gottfried,1913,1994,,1961,1964
D,MxR,Reinhardt,Max,,,,1935,
D,HrR,Reinl,Harald,19xx,,Ge,1961,1962
D,IgR,Reis,Irving,1906,1953,Am,1940,1952
D,WRh,Reisch,Walter,,d,,1945,
D,AlR,Reisner,Allen,,,Am,1958,1972
D,ChR,Reisner,Charles,1887,1962,Am,1925,1950
D,WRe,Reitherman,Wolfgang,,,,1961,1986
D,ERz,Reitz,Edgar,,,Ge,1974,1984
D,KRz,Reisz,Karel,1926,,Cz,1958,1981
D,IvR,Reitman,Ivan,,,Ca,1971,1990
V,MRe,Relph,Michael,1915,,Br,1957,1957
D,NRe,Ren'e,Norman,,,Ct,1990,
C,,Renoir,Claude,1914,,Fr,1934,1977
D,JR1,Renoir,Jean,1894,1979,Fr,1924,1969
P,id,Renzi,Maggie,,199x,,1997,
D,AR,Resnais,Alain,,,Fr,1959,1976
D,HRv,Revier,Harry,,,Am,1935,
A,BuR,Reynolds,Burt,,,Am,1976,1981
D,GeR,Reynolds,Gene,,,Am,1960,
A,KeR,Reynolds,Kevin,,,,1991,
D,DLR,Rich,David Lowell,1923,,Am,1958,1983
D,MtR,Rich,Matty,1972,,Am,1991,
D,DRi,Richards,Dick,1936,,Am,1975,1983
A,PRs,Richardson,Peter,,,Ct,1991,
D,TRs,Richardson,Tony,1927,,Br,1959,1990
D,xRi,Richebe,gn,,,Fr,1941,
W,WRi,Richert,William,,,Am,1979,
D,JRi,Richet,Jean-Francois,,,Fr,1992,
D,HRi,Richter,Hans,,,Ge,1946,
W,WDR,Richter,W.D.,1945,,Am,1972,2005
A,ARm,Rickman,Alan,19xx,199x,Am,1997,
A,LeR,Riefenstahl,Leni,1902,,Ge,1932,1945
W,ARk,Rifkin,Adam,19xx,,Ct,1994,
D,MRg,Riggs,Marlon,1957,1994,Am,1993,
D,GRi,Righelli,Gennaro,,,It,1920,1946
D,WoR,Rilla,Wolf,1920,,Br,1953,1973
D,CrR,Rim,Carlos,,,,1951,
D,DeR,Deborah,Ringel,19xx,,Am,1992,
D,AtR,Ripley,Arthur,,,Am,1958,
D,FRi,Ripploh,Frank,,,Ge,1981,
D,ARi,Ripstein,Arturo,,,Me,1985,
D,DnR,Risi,Dino,,,It,1982,
D,MRi,Risyaf,M.T.,,,II,1987,
W,GRt,Ritchie,Guy,1968,,Br,1999,
D,MRt,Ritchie,Michael,1919,2001,Am,1967,1992
D,MR,Ritter,Martin,1919,1990,,1956,1983
D,JqR,Rivette,Jacques,1928,,Fr,1956,1991
A,HRo,Roach,Hal,1892,1992,Am,1933,1941
D,JyR,Roach,Jay,19xx,19yy,Ct,1991,
D,MkR,Rob,Mike,,,Ct,1987,
W,ARG,Robbe-Grillet,Alain,1922,,Fr,1962,1966
D,PRP,Robertson-Pearce,Pamela,19xx,,Ct,1990,
D,ARb,Robbins,Arthur,,,,1987,
B,,Robbins,Robbins,1916,1997,Am,,
D,MRb,Robbins,Matthew,*,,Am,1979,
A,TRb,Robbins,Tim,,,Am,1992,1996
D,GvR,Robert,Genevieve,,,Am,1988,
D,YvR,Robert,Yves,,,Fr,1954,1982
D,ARo,Roberts,Alan,,,Am,1982,
D,IRo,Roberts,John,,,Am,1998,
D,StR,Roberts,Stephen,1895,1936,Am,1932,1936
D,ISR,Robertson,John S.,1878,1964,Ca,1917,1935
D,ArR,Robinson,Arthur,,,Br,1929,
D,BRo,Robinson,Bruce,,,Ct,1989,1992
D,IMR,Robinson,John Mark,,,Ct,1990,
W,,Robinson,Casey,1903,1979,Am,1933,1959
W,PAR,Robinson,Phil Alden,,,,1989,1192
D,MRs,Robson,Mark,1913,1978,Am,1943,1979
D,ARw,Rockwell,Alexandre,19xx,,Ct,1993,
D,MRo,Rocco,Marc,19xx,,Ct,1994,
D,GlR,Rocha,Glauber,,,Bz,1962,
V,,Rodchenko,Alexander,1891,1956,Ru,1921,1930
D,FRo,Roddam,Frank,,,Am,1979,1999
W,,Roddenberry,Gene,1921,1991,Am,1979,1989
D,ElR,Rodolfo,Eleuterio,19xx,,It,1913,
D,RRz,Rodriguez,Robert,1968,,Ct,1992,1999
D,DvR,Roe,David,,,Ct,1992,
P,,Roebling,Paul,,,Am,1972,
C,NiR,Roeg,Nicolas,1928,,Br,1972,1983
D,MRr,Roemer,Michael,,,,1969,
C,ASR,Rogell,Albert S.,1901,,Am,1926,1958
D,McR,Rogers,Mclean,1899,1962,Br,1929,1960
D,AxR,Rogoschkin,Aleksandr,,,Ru,1989,
D,LRg,Rogosin,Lionel,19xx,,SA,1994,
